Category,TypeProduct_Desc,STYLE,Retail_SubClass_Desc,Style_Estimated_Cost,Gender_Desc,Country_Cd,eaFabricCost,eaCMCost,eaTrimCost,eaArtCost,eaWashCost,eaOtherCost,eaFOB,LandingCosts,All.empty,Selling Season,Yesr,Month,Made Year,Minimum Wage (USD)
_APPAREL,KNIT,Tops,LS,45.62227765,,IN,13.65,10.5,3.36,7.35,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,43.02013197,,IN,13.65,10.5,3.36,5.25,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,43.02324867,,IN,13.65,10.5,3.36,5.25,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,44.32557056,,IN,13.65,10.5,3.36,6.3,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,44.32374001,,IN,13.65,10.5,3.36,6.3,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,44.31787059,,IN,13.65,10.5,3.36,6.3,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,45.62294197,,IN,13.65,10.5,3.36,7.35,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,43.01618572,,IN,13.65,10.5,3.36,5.25,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,41.71643473,,IN,13.65,10.5,3.36,4.2,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,43.01665597,,IN,13.65,10.5,3.36,5.25,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,44.31384,,IN,13.65,10.5,3.36,6.3,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,41.72288572,,IN,11.55,10.5,3.36,6.3,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,42.987,Boy,IN,13.65,10.5,3.36,5.25,0.84,0,33.6,9.387,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,42.9849,Boy,IN,13.65,10.5,3.36,5.25,0.84,0,33.6,9.3849,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,45.591,Boy,IN,13.65,10.5,3.36,7.35,0.84,0,35.7,9.891,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,43.134,Girl,VN,9.45,10.5,2.1,4.83,2.1,4.62,33.6,9.534,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,61.1436,Boy,VN,25.83,10.5,7.35,0,2.1,2.1,47.88,13.2636,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,43.134,Girl,VN,10.08,10.5,6.72,4.2,2.1,0,33.6,9.534,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,44.436,Girl,VN,10.08,10.5,6.72,5.25,2.1,0,34.65,9.786,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,53.2854,Boy,IN,11.55,10.71,3.36,5.04,0.84,0,40.74,12.5454,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,50.67510414,,IN,17.64,10.71,2.1,7.98,1.26,0,39.69,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,50.67509483,,IN,17.64,10.71,2.1,7.98,1.26,0,39.69,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,40.42083032,,IN,11.55,10.71,3.36,5.04,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,58.863,Girl,ID,21,10.92,3.78,7.35,2.1,1.05,46.2,12.663,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LS,58.863,Girl,ID,18.9,10.92,3.78,10.5,2.1,0,46.2,12.663,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LS,52.24380265,,IN,16.59,10.92,2.1,10.08,1.26,0,40.95,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,56.6874,Girl,IN,16.8,11.13,3.78,9.03,0.84,0,44.52,12.1674,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,56.6874,Girl,IN,16.8,11.13,3.78,8.4,0.84,0,44.52,12.1674,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,73.4328,Girl,BD,27.09,11.34,4.2,8.61,1.26,5.25,57.75,15.6828,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,61.1877,Girl,ID,13.44,11.55,4.83,1.05,2.1,15.33,48.3,12.8877,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LSBS,49.1316,Boy,CN,12.18,11.55,15.33,0,2.1,0,41.16,7.9716,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,51.3261,Girl,CN,13.02,11.55,15.33,1.05,2.1,0,43.05,8.2761,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LS,43.6989,Girl,ID,15.54,11.55,0,4.83,2.1,0,34.02,9.6789,No,Fall,2016,4,2015,207.9
_APPAREL,KNIT,Tops,LS,75.8583,Girl,ID,28.35,11.55,3.78,13.02,2.1,1.05,59.85,16.0083,No,Fall,2016,4,2015,207.9
_APPAREL,KNIT,Tops,LS,56.1645,Boy,IN,12.6,11.55,3.36,5.25,0.84,0,44.1,12.0645,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,56.1645,Boy,IN,19.95,11.55,3.36,5.04,1.05,0,44.1,12.0645,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,40.74,Boy,IN,12.6,11.55,3.36,5.25,0.84,0,31.71,9.03,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,43.1760033,,IN,12.6,11.55,3.36,5.25,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,52.32779929,,IN,19.95,11.55,3.36,5.04,1.05,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,43.17599551,,IN,12.6,11.55,3.36,5.25,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,43.176,,IN,12.6,11.55,3.36,5.25,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,Full-zip,144.0075,Girl,VN,58.8,11.55,31.5,0,2.1,8.4,112.35,31.6575,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,61.1877,Girl,ID,29.4,11.76,3.78,0,2.1,1.26,48.3,12.8877,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LS,43.6989,Girl,ID,15.33,11.76,0,4.83,2.1,0,34.02,9.6789,No,Fall,2016,4,2015,207.9
_APPAREL,WOVEN,Tops,SL,88.5129,Girl,IN,21,11.76,3.78,12.6,1.05,0,64.68,23.8329,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,60.3603,Boy,BD,29.61,12.18,3.15,0,1.05,1.26,47.25,13.1103,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,59.052,Girl,BD,28.98,12.18,3.15,0,1.05,0.84,46.2,12.852,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,69.1824,Girl,BD,29.61,12.18,3.15,0,1.05,8.61,54.6,14.5824,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,SS,40.74,Boy,IN,18.9,12.18,3.36,9.87,0.84,0,31.71,9.03,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,44.6607,Boy,IN,18.9,12.18,3.36,5.67,0.84,0,34.86,9.8007,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,40.74,Boy,IN,18.9,12.18,3.36,5.67,0.84,0,31.71,9.03,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,57.55678738,,IN,18.9,12.18,3.36,9.87,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,52.32780183,,IN,18.9,12.18,3.36,5.67,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,52.3277946,,IN,18.9,12.18,3.36,5.67,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,52.2438,Boy,IN,15.33,12.18,2.1,10.08,1.26,0,40.95,11.2938,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,50.9355,Boy,IN,15.33,12.18,2.1,9.03,1.26,0,39.9,11.0355,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,54.8583,Boy,IN,16.17,12.18,2.1,10.08,1.26,0,43.05,11.8083,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,53.55,Boy,IN,15.33,12.18,2.1,11.13,1.26,0,42,11.55,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,56.1729,Girl,BD,11.55,12.39,3.15,10.5,1.05,5.46,44.1,12.0729,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,61.4775,Girl,ID,23.1,12.6,5.46,0,2.1,5.04,48.3,13.1775,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LS,60.9546,Girl,ID,21.63,12.6,3.78,0,2.1,7.77,47.88,13.0746,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LSBS,46.3008,Girl,CN,12.6,12.6,4.2,6.3,2.1,2.1,39.9,6.4008,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,55.7823,Girl,CN,18.9,12.6,4.2,8.4,2.1,2.1,48.3,7.4823,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,49.8582,Girl,CN,13.65,12.6,4.2,8.4,2.1,2.1,43.05,6.8082,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,52.2291,Boy,CN,15.75,12.6,4.2,8.4,2.1,2.1,45.15,7.0791,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LS,54.4824,Girl,CN,21,12.6,2.1,4.2,2.1,2.1,44.1,10.3824,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,42.7455,Girl,CN,11.55,12.6,4.2,4.2,2.1,2.1,36.75,5.9955,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,46.3008,Boy,CN,12.6,12.6,4.2,6.3,2.1,2.1,39.9,6.4008,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,47.4873,Uni,CN,15.75,12.6,4.2,4.2,2.1,2.1,40.95,6.5373,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,SSBS,50.02202774,,CN,14.7,12.6,8.4,4.2,2.1,NA,42,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,50.021987,,CN,14.7,12.6,8.4,4.2,2.1,NA,42,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LS,47.11768404,,CN,16.8,12.6,4.41,0,2.1,NA,35.91,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,45.38942818,,CN,18.9,12.6,4.41,0,2.1,NA,38.01,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LS,59.33127835,,CN,14.7,12.6,8.4,9.45,2.1,NA,47.25,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,48.804,Boy,CN,14.7,12.6,7.35,4.2,2.1,0,40.95,7.854,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,50.022,Girl,CN,14.7,12.6,8.4,4.2,2.1,0,42,8.022,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,54.6546,Girl,CN,14.7,12.6,8.4,8.19,2.1,0,45.99,8.6646,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,SS,55.6416,Girl,IN,21,12.6,3.78,11.97,1.05,0,43.68,11.9616,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,56.1645,Boy,IN,22.68,12.6,3.36,0,1.05,0,44.1,12.0645,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,40.74,Boy,IN,22.68,12.6,3.36,0,1.05,0,31.71,9.03,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,44.1924,Boy,IN,14.7,12.6,3.36,7.98,0.84,0,34.65,9.5424,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,55.1187,Boy,IN,11.55,12.6,3.36,6.3,0.84,0,43.26,11.8587,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,50.75908549,,IN,22.68,12.6,3.36,0,1.05,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,50.7590908,,IN,22.68,12.6,3.36,0,1.05,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,50.31151159,,IN,14.7,12.6,3.36,7.98,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,47.67,Boy,IN,11.55,12.6,3.36,6.3,0.84,0,37.38,10.29,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,77.6895,Boy,IN,37.8,12.6,4.2,0,1.47,4.746,59.85,17.8395,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,64.8774,Girl,ID,21.42,12.81,4.2,10.5,2.1,0,51.03,13.8474,No,Fall,2016,4,2015,207.9
_APPAREL,KNIT,Tops,SS,55.6416,Girl,IN,24.15,12.81,3.78,8.4,1.05,0,43.68,11.9616,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,42.8904,Boy,IN,11.55,12.81,3.36,5.04,0.84,0,33.6,9.2904,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,73.66588419,,IN,25.83,12.81,4.2,9.45,1.26,4.515,56.7,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,43.03341122,,IN,11.55,12.81,3.36,5.04,0.84,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,81.6522,Boy,VN,41.58,12.81,6.3,0,2.1,0,62.79,18.8622,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,56.6874,Girl,IN,18.27,13.02,2.1,9.87,1.26,0,44.52,12.1674,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,55.1187,Boy,IN,19.95,13.02,3.36,4.62,1.05,0,43.26,11.8587,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,53.6340088,,IN,19.95,13.02,3.36,4.62,1.05,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LSBS,54.495,Boy,CN,13.02,13.23,15.33,2.1,2.1,0,45.78,8.715,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,SS,40.74,Boy,IN,19.95,13.23,3.36,7.56,1.05,0,31.71,9.03,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,57.55679761,,IN,19.95,13.23,3.36,7.56,1.05,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,40.74,Boy,IN,19.95,13.44,3.36,7.35,1.05,0,31.71,9.03,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,57.55681056,,IN,19.95,13.44,3.36,7.35,1.05,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LSBS,43.9278,Uni,CN,12.6,13.65,4.2,4.2,2.1,0,36.75,7.1778,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,SS,40.74,Boy,IN,19.95,13.65,3.36,5.04,1.05,0,31.71,9.03,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,Fleece,93.77968711,,IN,74.55,13.65,3.15,0,1.05,3.78,72.45,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,54.94230777,,IN,19.95,13.65,3.36,5.04,1.05,0,NA,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,Fleece,83.23314899,,IN,46.2,13.65,4.2,0,1.05,3.78,66.15,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,Fleece,83.23041676,,IN,46.2,13.65,3.15,0,1.05,3.78,66.15,NA,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,52.4223,Boy,VN,15.75,13.65,4.2,0,2.1,4.2,39.9,12.5223,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LSBS,49.1316,Girl,CN,15.12,14.28,9.66,0,2.1,0,41.16,7.9716,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LS,63.0231,Girl,ID,15.96,14.7,4.41,5.25,2.1,5.88,48.3,14.7231,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LSBS,53.4114,Girl,CN,16.8,14.7,4.2,6.3,2.1,2.1,46.2,7.2114,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,49.8582,Girl,CN,13.65,14.7,4.2,6.3,2.1,2.1,43.05,6.8082,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,51.0426,Girl,CN,12.6,14.7,8.4,4.2,2.1,2.1,44.1,6.9426,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,51.0426,Girl,CN,14.7,14.7,6.3,4.2,2.1,2.1,44.1,6.9426,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LS,47.0085,Girl,CN,13.65,14.7,4.2,0,2.1,2.1,36.75,10.2585,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,53.4114,Boy,CN,16.8,14.7,6.3,4.2,2.1,2.1,46.2,7.2114,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,60.5241,Boy,CN,25.2,14.7,8.4,0,2.1,2.1,52.5,8.0241,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,48.6717,Girl,CN,13.65,14.7,6.3,3.15,2.1,2.1,42,6.6717,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LS,65.8938,Boy,BD,27.93,14.7,4.62,0,1.68,2.73,50.4,15.4938,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,64.28101117,,BD,21,14.7,2.1,10.5,2.1,0,50.4,NA,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,70.8183,Girl,BD,31.5,14.7,5.25,0,2.1,2.1,55.65,15.1683,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LSBS,47.58391046,,CN,14.7,14.7,2.1,6.3,2.1,NA,39.9,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,SSBS,44.65859143,,CN,14.7,14.7,2.1,3.78,2.1,NA,37.38,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,43.92776665,,CN,14.7,14.7,2.1,3.15,2.1,NA,36.75,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LS,42.1428,Girl,IN,44.1,14.7,3.57,8.82,2.1,2.31,32.97,9.1728,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,84.3927,Boy,IN,39.9,14.7,4.2,0,1.47,4.746,65.1,19.2927,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,65.3163,Girl,IN,18.69,15.54,2.1,13.86,1.26,0,51.45,13.8663,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LSBS,53.6802,Boy,CN,25.2,15.75,2.1,0,2.1,0,45.15,8.5302,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LS,58.5711,Girl,ID,16.38,15.75,4.62,7.35,2.1,0,46.2,12.3711,No,Fall,2016,4,2015,207.9
_APPAREL,KNIT,Tops,Fleece,85.344,Boy,IN,42,15.75,4.2,0,1.47,4.83,68.25,17.094,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,96.306,Boy,KH,36.75,15.75,5.25,0,0,10.08,67.83,28.476,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,96.306,Boy,KH,36.75,15.75,5.25,0,1.05,10.08,67.83,28.476,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,82.5195,Boy,VN,36.75,15.75,6.51,0,2.1,2.31,63.42,19.0995,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,42.1428,Girl,IN,24.15,16.17,3.78,6.93,1.47,0,32.97,9.1728,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,73.7499,Girl,ID,17.43,16.8,5.67,13.86,2.1,0.84,56.7,17.0499,No,Fall,2015,4,2014,
_APPAREL,KNIT,Tops,LSBS,55.7823,Boy,CN,16.8,16.8,4.2,6.3,2.1,2.1,48.3,7.4823,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,56.9688,Boy,CN,15.75,16.8,8.4,4.2,2.1,2.1,49.35,7.6188,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LS,95.6550125,,BD,52.5,16.8,5.25,0,2.1,2.1,75.6,NA,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,76.0473,,BD,31.5,16.8,5.25,0,2.1,4.2,59.85,NA,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,55.1187,Boy,IN,34.86,16.8,3.78,0,1.26,0,43.26,11.8587,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,71.9355,Boy,IN,34.86,16.8,3.78,0,1.26,0,56.7,15.2355,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,SS,64.554,Boy,VN,21,16.8,7.35,0,2.1,2.1,49.35,15.204,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,SS,55.167,Boy,VN,13.65,16.8,7.35,0,2.1,2.1,42,13.167,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,Fleece,100.1592786,,VN,37.38,16.8,4.2,10.5,2.1,8.61,79.59,NA,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,LS,67.58222071,,CN,16.8,17.22,13.23,2.52,2.1,0,51.87,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LS,72.45840111,,ID,18.48,17.22,5.04,12.6,2.1,1.68,57.12,NA,No,Fall,2016,4,2015,207.9
_APPAREL,KNIT,Tops,LSBS,56.11831352,,CN,14.7,17.85,8.4,4.2,2.1,NA,47.25,NA,No,Fall,2016,4,2015,327.69884
_APPAREL,KNIT,Tops,LSBS,55.7823,Boy,CN,18.9,18.9,6.3,0,2.1,2.1,48.3,7.4823,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,54.5979,Girl,CN,12.6,18.9,7.35,4.2,2.1,2.1,47.25,7.3479,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,55.7823,Girl,CN,14.7,18.9,6.3,4.2,2.1,2.1,48.3,7.4823,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,55.7823,Girl,CN,12.6,18.9,8.4,4.2,2.1,2.1,48.3,7.4823,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LSBS,53.6802,Boy,CN,21,18.9,3.15,0,2.1,0,45.15,8.5302,No,Fall,2016,4,2015,327.69884
_APPAREL,WOVEN,Tops,LS,77.5824,Girl,ID,27.72,18.9,6.3,0,2.1,2.31,57.33,20.2524,No,Fall,2016,4,2015,207.9
_APPAREL,KNIT,Tops,LS,69.44700271,,VN,25.2,18.9,2.52,0,1.26,6.72,54.6,NA,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,SS,44.4507,Girl,VN,12.6,19.95,0,0,2.1,0,34.65,9.8007,No,Fall,2015,4,2014,90.1968
_APPAREL,KNIT,Tops,SS,44.4024,Girl,VN,12.6,19.95,0,0,2.1,0,34.65,9.7524,No,Fall,2015,4,2014,90.1968
_APPAREL,KNIT,Tops,Polar,95.424,Boy,CN,26.25,19.95,21,0,0,0,67.2,28.224,No,Fall,2016,4,2015,327.69884
_APPAREL,WOVEN,Tops,LS,94.4349,Boy,BD,40.95,20.16,7.35,0,1.47,3.99,73.92,20.5149,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,74.1132,Boy,BD,28.14,20.37,6.3,0,1.68,1.26,57.75,16.3632,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,74.1132,Boy,BD,28.14,20.58,6.3,0,1.47,1.26,57.75,16.3632,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,79.3926,Boy,BD,28.14,20.58,6.3,0,1.47,1.26,61.95,17.4426,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,84.651,Boy,BD,33.6,20.79,5.88,0,1.47,4.2,65.94,18.711,No,Fall,2016,4,2015,67.84
_APPAREL,KNIT,Tops,LS,69.2286,Girl,CN,18.9,21,6.3,4.2,2.1,2.1,54.6,14.6286,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,LS,69.2286,Girl,CN,16.8,21,6.3,6.3,2.1,2.1,54.6,14.6286,No,Fall,2015,4,2014,290.75478
_APPAREL,KNIT,Tops,P/O,120.414,Girl,KH,45.99,21,6.3,0,0,12.6,85.05,35.364,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,P/O,120.414,Girl,KH,44.1,21,6.3,0,0,12.6,85.05,35.364,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,P/O,77.1393,Girl,KH,18.9,21,6.3,0,0,9.45,55.65,21.4893,No,Fall,2016,4,2015,
_APPAREL,KNIT,Tops,LS,69.447,Girl,VN,27.3,21,4.2,0,1.26,0.84,54.6,14.847,No,Fall,2016,4,2015,100.85865
_APPAREL,KNIT,Tops,Fleece,104.7165,Boy,VN,40.74,21,5.25,0,1.26,12.6,80.85,23.8665,No,Fall,2016,4,2015,100.85865
_APPAREL,WOVEN,Tops,LS,135.618,Boy,BD,67.2,22.05,9.45,0,1.68,4.62,105,30.618,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,104.2419,Boy,BD,44.1,22.05,9.45,0,1.68,3.15,80.43,23.8119,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,149.0265,Boy,BD,29.4,22.05,9.45,0,1.68,1.47,115.5,33.5265,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,82.0302,Boy,BD,29.4,22.05,9.45,0,1.68,1.47,64.05,17.9802,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,83.3511,Boy,BD,30.45,22.05,9.45,0,1.68,1.47,65.1,18.2511,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,79.74823305,,BD,26.67,22.05,9.45,0,1.68,2.1,61.95,NA,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,79.74082601,,BD,26.67,22.05,9.45,0,1.68,2.1,61.95,NA,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,95.3925,,BD,38.43,22.05,9.45,0,1.68,1.89,73.5,NA,No,Fall,2016,4,2015,67.84
_APPAREL,WOVEN,Tops,LS,87.9942,,BD,38.43,22.05,9.45,0,1.68,1.89,73.5,NA,No,Fall,2016,4,2015,67.84
